"Charity","EffectiveAltruism","EffectiveAltruism2","WorkStatus","Profession","Degree","Age","Income","Year","CharityLog","IncomeLog","Bachelors","Highschool","Masters","MDJDotherprofessionaldegree","None","Other","PhD.","twoyeardegree","Academicsontheteachingside","Forprofitwork","Governmentwork","Homemaker","Independentlywealthy","Nonprofitwork","Selfemployed","Student","Unemployed"
5,FALSE,NA,"Student","Other","High school",34,NA,"2013",1.79175946922805,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","two year degree",47,320000,"2013",5.30330490805908,12.676079399771,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Student","Computers (other academic computer science)","High school",31,85000,"2013",0,11.3504183001091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,TRUE,NA,"Forprofit work","Computers (practical: IT programming etc.)","two year degree",31,44000,"2013",6.21660610108486,10.6919676399149,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
NA,FALSE,NA,"Student","Other ""hard science""","High school",22,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,FALSE,NA,"Forprofit work","Law","Bachelors",47,95000,"2013",3.71357206670431,11.4616426968431,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Student","Philosophy","Masters",17,NA,"2013",0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1010,TRUE,NA,"Student","Mathematics","None",52,50000,"2013",6.91869521902047,10.8197982842103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Forprofit work","Business","Bachelors",23,NA,"2013",0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,FALSE,NA,"Student","Other","Bachelors",22,10400,"2013",4.39444915467244,9.24965723435313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Student",NA,"None",26,85387,"2013",0,11.354960854681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Student","Mathematics","Masters",18,1000,"2013",0,6.90875477931522,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,TRUE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Ph D.",22,120000,"2013",4.61512051684126,11.6952553550628,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Forprofit work","Business","High school",25,NA,"2013",0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,TRUE,NA,"Selfemployed","Business","Bachelors",16,NA,"2013",0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,NA,"Student","Medicine","MDJDother professional degree",30,3000,"2013",NA,8.00670084544037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",23,NA,"2013",0,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","High school",46,3e+05,"2013",7.60140233458373,12.6115410869661,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",26,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300,TRUE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",42,NA,"2013",5.70711026474888,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Academics on the teaching side","Other ""social science""","Masters",26,0,"2013",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1120,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",40,1e+05,"2013",7.02197642307216,11.5129354649202,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Other",30,45200,"2013",3.71357206670431,10.7188744894694,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",27,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,FALSE,NA,"Forprofit work","Engineering","Ph D.",26,NA,"2013",3.25809653802148,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",29,45000,"2013",0,10.7144399907278,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Selfemployed","Philosophy","None",NA,NA,"2013",NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
100,FALSE,NA,"Student","Mathematics","High school",33,15000,"2013",4.61512051684126,9.61587214452889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,FALSE,NA,"Nonprofit work","Philosophy","Bachelors",45,57000,"2013",NA,10.9508240905224,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,NA,"Unemployed","Other","Bachelors",30,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6440,TRUE,NA,"Unemployed","Computers (practical: IT programming etc.)","Bachelors",51,NA,"2013",8.77043908654689,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1000,TRUE,NA,"Forprofit work","Business","Bachelors",33,NA,"2013",6.90875477931522,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Student","Computers (practical: IT programming etc.)","High school",22,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,FALSE,NA,"Forprofit work","Engineering","Bachelors",18,0,"2013",5.30330490805908,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,TRUE,NA,"Student","Engineering","High school",19,NA,"2013",0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,TRUE,NA,"Student","Computers (practical: IT programming etc.)","High school",27,16000,"2013",3.43398720448515,9.68040649926887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1000,FALSE,NA,"Student","Neuroscience","High school",26,NA,"2013",6.90875477931522,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Government work","Law","MDJDother professional degree",24,NA,"2013",0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
300,FALSE,NA,"Government work","Computers (practical: IT programming etc.)","Masters",23,110000,"2013",5.70711026474888,11.6082447356423,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,TRUE,NA,"Student","Finance / Economics","Bachelors",21,8000,"2013",4.61512051684126,8.98732181285012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,FALSE,NA,"Student","Computers (other academic computer science)","High school",28,80000,"2013",6.21660610108486,11.2897944135779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,TRUE,NA,"Student","Art","High school",21,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Student","Other","High school",20,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,FALSE,NA,"Nonprofit work","Computers (practical: IT programming etc.)","High school",19,NA,"2013",3.93182563272433,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,FALSE,NA,"Student","Physics","None",35,NA,"2013",0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,FALSE,NA,"Forprofit work","Business","High school",34,50000,"2013",3.93182563272433,10.8197982842103,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,TRUE,NA,"Student","Mathematics","High school",26,NA,"2013",4.61512051684126,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Student","Statistics","Masters",20,2000,"2013",0,7.60140233458373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",22,NA,"2013",0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,FALSE,NA,"Forprofit work","Business","High school",21,NA,"2013",4.39444915467244,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,NA,NA,"Forprofit work","Law","MDJDother professional degree",28,88000,"2013",0,11.3851034570321,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50,FALSE,NA,"Forprofit work","Art","None",17,0,"2013",3.93182563272433,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",41,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,FALSE,NA,"Student","Computers (other academic computer science)","Other",20,5000,"2013",3.93182563272433,8.5173931714189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Student",NA,"None",26,NA,"2013",NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,FALSE,NA,"Student","Engineering","High school",25,60000,"2013",3.71357206670431,11.002116507732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,FALSE,NA,"Nonprofit work","Computers (practical: IT programming etc.)","Bachelors",41,NA,"2013",4.61512051684126,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,FALSE,NA,"Unemployed","Statistics","Bachelors",34,NA,"2013",4.61512051684126,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,FALSE,NA,"Student","Mathematics","None",22,10000,"2013",0,9.21044036697652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10000,FALSE,NA,"Student","Other","High school",61,3e+05,"2013",9.21044036697652,12.6115410869661,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Forprofit work","Engineering","Masters",26,73500,"2013",0,11.2050542905506,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,TRUE,NA,"Forprofit work","Other ""hard science""","Bachelors",21,NA,"2013",5.30330490805908,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,TRUE,NA,"Student","Philosophy","High school",28,0,"2013",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,FALSE,NA,"Student","Other","High school",17,NA,"2013",2.39789527279837,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",21,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Student","Philosophy","High school",20,NA,"2013",0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",26,6000,"2013",1.79175946922805,8.69968140098951,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Ph D.",26,68000,"2013",1.79175946922805,11.1272776899325,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",17,0,"2013",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,TRUE,NA,"Selfemployed","Business","Bachelors",24,20000,"2013",4.61512051684126,9.90353755128617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",39,2e+05,"2013",7.60140233458373,12.2060776455177,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","High school",30,42804,"2013",NA,10.6644101971766,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,FALSE,NA,"Unemployed","Other","High school",19,NA,"2013",3.93182563272433,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,FALSE,NA,"Student","Medicine","Bachelors",32,NA,"2013",3.43398720448515,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Unemployed","Computers (practical: IT programming etc.)","High school",18,0,"2013",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5000,TRUE,NA,"Government work","Computers (other academic computer science)","Bachelors",29,110000,"2013",8.5173931714189,11.6082447356423,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1000,FALSE,NA,"Academics on the teaching side","Physics","Masters",31,45700,"2013",6.90875477931522,10.729875458481,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,TRUE,NA,"Forprofit work","Other","Bachelors",21,0,"2013",3.71357206670431,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,FALSE,NA,"Selfemployed","Computers (practical: IT programming etc.)","two year degree",23,7000,"2013",1.09861228866811,8.8538082749772,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
500,FALSE,NA,"Forprofit work","Mathematics","Ph D.",43,75000,"2013",6.21660610108486,11.2252567257629,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20,FALSE,NA,"Selfemployed","Other ""hard science""","Masters",32,80000,"2013",3.04452243772342,11.2897944135779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
666,FALSE,NA,"Nonprofit work","Computers (AI)","Masters",30,NA,"2013",6.50279004591562,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,FALSE,NA,"Unemployed","Engineering","Bachelors",26,150000,"2013",0,11.9183972397228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1000,TRUE,NA,"Student","Engineering","Masters",36,2e+05,"2013",6.90875477931522,12.2060776455177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",24,0,"2013",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,FALSE,NA,"Student","Other ""hard science""","Bachelors",26,0,"2013",2.39789527279837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,TRUE,NA,"Unemployed","Other ""hard science""","Masters",21,NA,"2013",3.93182563272433,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,NA,"Unemployed","Mathematics","Masters",23,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,FALSE,NA,"Unemployed",NA,"High school",25,30000,"2013",3.43398720448515,10.3089859934221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,FALSE,NA,"Student","Physics","two year degree",31,40000,"2013",4.61512051684126,10.5966597327836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
NA,FALSE,NA,"Selfemployed","Computers (practical: IT programming etc.)","High school",23,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
400,FALSE,NA,"Student","Mathematics","Masters",44,1e+05,"2013",5.99396142730657,11.5129354649202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3000,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","High school",41,1e+05,"2013",8.00670084544037,11.5129354649202,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80000,TRUE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",54,2e+05,"2013",11.2897944135779,12.2060776455177,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5400,TRUE,NA,"Forprofit work","Other","Bachelors",32,54000,"2013",8.59433940059289,10.8967578438935,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,FALSE,NA,"Forprofit work","Other","None",21,NA,"2013",2.39789527279837,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",24,60000,"2013",0,11.002116507732,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,FALSE,NA,"Student","Computers (practical: IT programming etc.)","High school",31,30000,"2013",4.61512051684126,10.3089859934221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,FALSE,NA,"Unemployed","Other","High school",23,60000,"2013",3.93182563272433,11.002116507732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,TRUE,NA,"Student","Mathematics","Bachelors",20,1200,"2013",0,7.09090982207998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,TRUE,NA,"Student","Business","None",26,0,"2013",5.99396142730657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Selfemployed","Art","None",27,0,"2013",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,TRUE,NA,"Selfemployed","Business","Masters",22,0,"2013",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,NA,"Student","Other","None",22,NA,"2013",NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Student","Physics","Bachelors",17,5000,"2013",0,8.5173931714189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5000,TRUE,NA,"Student","Engineering","None",28,30000,"2013",8.5173931714189,10.3089859934221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Student","Other","High school",21,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Student","Mathematics","High school",36,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Government work","Other","Bachelors",27,55000,"2013",0,10.9151066458675,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,TRUE,NA,"Forprofit work","Engineering","Bachelors",22,28000,"2013",3.04452243772342,10.2399955028053,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,TRUE,NA,"Unemployed","Finance / Economics","Bachelors",NA,1e+05,"2013",7.31388683163346,11.5129354649202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1000,FALSE,NA,"Student","Philosophy","Bachelors",26,70000,"2013",6.90875477931522,11.1562648066437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Academics on the teaching side","Mathematics","Ph D.",27,NA,"2013",0,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,FALSE,NA,"Government work","Finance / Economics","Masters",53,8900,"2013",0,9.09391890895893,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,FALSE,NA,"Nonprofit work","Philosophy","Bachelors",21,NA,"2013",0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",30,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,TRUE,NA,NA,"Other","Bachelors",15,NA,"2013",1.09861228866811,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,TRUE,NA,"Student","Computers (AI)","Bachelors",30,15000,"2013",5.99396142730657,9.61587214452889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,FALSE,NA,"Student","Physics","None",27,30000,"2013",6.21660610108486,10.3089859934221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
300,TRUE,NA,"Student","Other","High school",30,40000,"2013",5.70711026474888,10.5966597327836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Forprofit work","Engineering","Masters",21,25000,"2013",0,10.1266711030504,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,FALSE,NA,"Student","Biology","None",17,NA,"2013",NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
70,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",24,25000,"2013",4.26267987704132,10.1266711030504,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,FALSE,NA,"Student","Computers (other academic computer science)","High school",15,NA,"2013",2.39789527279837,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Forprofit work","Computers (AI)","Ph D.",20,NA,"2013",0,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Forprofit work","Art","two year degree",21,NA,"2013",0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
400,FALSE,NA,"Student","Engineering","High school",24,33000,"2013",5.99396142730657,10.4042931430198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5000,FALSE,NA,"Student","Law","Bachelors",53,2e+05,"2013",8.5173931714189,12.2060776455177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,FALSE,NA,"Student","Engineering","High school",27,NA,"2013",3.43398720448515,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,TRUE,NA,"Forprofit work","Psychology","Bachelors",29,NA,"2013",2.39789527279837,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Forprofit work","Psychology","Bachelors",22,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",52,8000,"2013",4.61512051684126,8.98732181285012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,FALSE,NA,"Student","Physics","High school",24,30000,"2013",3.93182563272433,10.3089859934221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,FALSE,NA,"Forprofit work","Law","MDJDother professional degree",32,90000,"2013",6.21660610108486,11.4075760603618,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
250,FALSE,NA,"Student","Computers (practical: IT programming etc.)","High school",38,80000,"2013",5.52545293913178,11.2897944135779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Forprofit work","Business","Bachelors",30,30000,"2013",0,10.3089859934221,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,FALSE,NA,"Academics on the teaching side","Physics","Ph D.",29,30000,"2013",4.61512051684126,10.3089859934221,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
500,FALSE,NA,NA,NA,NA,38,85000,"2013",6.21660610108486,11.3504183001091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",24,NA,"2013",3.93182563272433,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,TRUE,NA,"Student","Mathematics","High school",16,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
273,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",18,NA,"2013",5.61312810638807,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Selfemployed","Other","High school",23,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",15,NA,"2013",0,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,TRUE,NA,"Forprofit work","Art","Bachelors",24,1e+05,"2013",0,11.5129354649202,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Student","Engineering","two year degree",18,NA,"2013",NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1200,NA,NA,"Student","Philosophy","High school",55,NA,"2013",7.09090982207998,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,FALSE,NA,"Student","Other ""hard science""","Bachelors",61,NA,"2013",6.21660610108486,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1000,TRUE,NA,"Student","Mathematics","High school",33,20000,"2013",6.90875477931522,9.90353755128617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Unemployed","Computers (practical: IT programming etc.)","Masters",19,0,"2013",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,TRUE,NA,"Unemployed","Computers (practical: IT programming etc.)","High school",21,0,"2013",5.30330490805908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,NA,"Unemployed","Computers (practical: IT programming etc.)","High school",21,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,NA,"Student","Computers (AI)","Bachelors",25,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,FALSE,NA,"Selfemployed","Computers (practical: IT programming etc.)","Bachelors",25,40000,"2013",4.61512051684126,10.5966597327836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,TRUE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",22,60000,"2013",4.61512051684126,11.002116507732,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,FALSE,NA,"Forprofit work","Other","High school",24,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,FALSE,NA,"Student","Mathematics","High school",54,75000,"2013",5.30330490805908,11.2252567257629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,NA,NA,"Forprofit work","Statistics","Masters",22,NA,"2013",2.39789527279837,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,FALSE,NA,"Student","Physics","Masters",26,90000,"2013",6.21660610108486,11.4075760603618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1,NA,NA,"Student","Engineering","High school",70,NA,"2013",0.0953101798043249,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Student","Mathematics","High school",67,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5000,FALSE,NA,"Academics on the teaching side","Art","Masters",55,150000,"2013",8.5173931714189,11.9183972397228,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,FALSE,NA,"Selfemployed","Other","Bachelors",21,NA,"2013",0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",21,50000,"2013",0,10.8197982842103,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",67,10000,"2013",NA,9.21044036697652,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,TRUE,NA,"Student",NA,"None",24,50000,"2013",0,10.8197982842103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","two year degree",43,40000,"2013",0,10.5966597327836,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
